"inside_object","outside_object"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass66_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/lightswitch73_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains34_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towelrack40_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling26_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toilet46_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall22_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor13_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/barsoap68_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate63_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/candle71_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towelrack43_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/door53_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/walllamp36_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor16_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceilinglamp35_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel55_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/washingmachine74_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hairproduct61_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains33_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel70_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling27_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/stall45_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall21_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor12_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/window72_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/painkillers65_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains48_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towelrack41_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling25_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toothbrush67_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall23_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor14_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bathroomcounter50_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/rug31_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall19_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/facecream62_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/walllamp38_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling29_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel57_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bathroom11_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger141_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile154_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor77_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake192_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer126_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile166_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger120_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer167_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall90_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/folder206_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer150_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate198_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling96_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger133_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile160_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling102_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile171_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger148_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closet130_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/radio179_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants142_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger116_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wineglass200_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile158_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger145_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer128_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall86_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor81_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cellphone205_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger122_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants138_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/photoframe194_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile169_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceilinglamp103_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger118_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer157_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/keyboard175_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile163_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tablelamp105_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile151_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger137_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer124_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt136_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf108_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger119_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants144_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/lightswitch176_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer123_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt132_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall88_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer153_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor79_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling100_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger139_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile162_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe182_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile156_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger131_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer127_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow189_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains187_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling98_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/folder207_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants134_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger147_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile168_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/garbagecan106_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile159_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger135_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer129_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/slippers203_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/chair110_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger117_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants140_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger149_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile170_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling94_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger121_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile152_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/nightstand109_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer125_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt146_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall92_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile164_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger143_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer165_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor83_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bed112_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains186_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/slippers204_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/box197_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe183_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mouse173_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/garbagecan106_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor80_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling97_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall87_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book195_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/orchid185_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wallpictureframe182_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mug199_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer155_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wineglass201_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling101_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel208_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor76_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/book196_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pillow190_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cpuscreen178_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall91_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cellphone193_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor84_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wineglass200_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/curtains188_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tablelamp104_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closet115_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/window93_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/floor82_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/ceiling99_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wall89_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/doorjamb172_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mug199_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/computer177_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mousemat174_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/bedroom75_scene1"
