"obj","obj2","size_x1","size_y1","size_z1","center_x1","center_y1","center_z1","size_x2","size_y2","size_z2","center_x2","center_y2","center_z2"
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/computer410_scene3",1.068,0.95,2.028,0.5,0.475,0.930001,0.745985,0.735981,0.258682,0.625002,0.36799,0.29
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk293_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/desk293_scene3",1.068,0.95,2.028,-10.6015,0.475,-0.3175,1.068,0.95,2.028,-10.6015,0.475,-0.3175
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3",1.068,0.95,2.028,0.5,0.475,0.930001,1.068,0.95,2.028,0.5,0.475,0.930001
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor22_scene3",1.068,0.95,2.028,0.5,0.475,0.930001,2.5,9.04997e-06,2.5,-1.25,0.0,0.0
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk293_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor255_scene3",1.068,0.95,2.028,-10.6015,0.475,-0.3175,2.5,9.04997e-06,2.5,-11.2275,0.0,-0.0435
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk293_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor256_scene3",1.068,0.95,2.028,-10.6015,0.475,-0.3175,2.5,9.04997e-06,2.5,-11.2275,0.0,-2.5435
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor27_scene3",1.068,0.95,2.028,0.5,0.475,0.930001,2.5,9.04997e-06,2.5,-1.25,0.0,2.5
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor366_scene3",1.068,0.95,2.028,0.5,0.475,0.930001,2.5,9.04997e-06,2.5,1.25,0.0,2.49
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor367_scene3",1.068,0.95,2.028,0.5,0.475,0.930001,2.5,9.04997e-06,2.5,1.25,0.0,-0.00999928
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/computer109_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,0.745986,0.735981,0.258686,1.762,0.36799,-1.407
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,1.06799,0.95,2.028,1.893,0.475,-0.7
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/floor13_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,2.5,9.04997e-06,2.5,1.25,0.0,0.0
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/floor14_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,2.5,9.04997e-06,2.5,1.25,0.0,-2.5
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/computer333_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,0.232814,0.662383,0.671386,-6.89,0.321191,-10.1245
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,2.2308,0.95,0.8544,-7.51,0.475,-9.9
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/floor267_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,2.5,9.04997e-06,2.5,-7.61,0.0,-10.48
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk227_scene2","http://kgrc4si.home.kg/virtualhome2kg/instance/computer242_scene2",1.068,0.95,2.028,-1.872,0.475,0.386,0.745985,0.735981,0.258682,-1.695,0.36799,1.084
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk304_scene2","http://kgrc4si.home.kg/virtualhome2kg/instance/computer308_scene2",2.028,0.95,1.068,-13.172,0.475,1.851,0.258682,0.735981,0.745985,-13.872,0.36799,2.036
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk227_scene2","http://kgrc4si.home.kg/virtualhome2kg/instance/desk227_scene2",1.068,0.95,2.028,-1.872,0.475,0.386,1.068,0.95,2.028,-1.872,0.475,0.386
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk304_scene2","http://kgrc4si.home.kg/virtualhome2kg/instance/desk304_scene2",2.028,0.95,1.068,-13.172,0.475,1.851,2.028,0.95,1.068,-13.172,0.475,1.851
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk227_scene2","http://kgrc4si.home.kg/virtualhome2kg/instance/floor198_scene2",1.068,0.95,2.028,-1.872,0.475,0.386,2.5,9.04997e-06,2.5,-1.25,0.0,0.0
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk227_scene2","http://kgrc4si.home.kg/virtualhome2kg/instance/floor203_scene2",1.068,0.95,2.028,-1.872,0.475,0.386,2.5,9.04997e-06,2.5,-1.25,0.0,2.5
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk304_scene2","http://kgrc4si.home.kg/virtualhome2kg/instance/floor294_scene2",2.028,0.95,1.068,-13.172,0.475,1.851,2.5,9.04997e-06,2.5,-11.25,0.0,2.478
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk304_scene2","http://kgrc4si.home.kg/virtualhome2kg/instance/floor295_scene2",2.028,0.95,1.068,-13.172,0.475,1.851,2.5,9.04997e-06,2.5,-13.75,0.0,2.478
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/computer299_scene4",2.028,0.95,1.068,13.172,0.475,-1.8072,0.258682,0.735981,0.745985,13.872,0.36799,-1.9922
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk219_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/desk219_scene4",1.068,0.95,2.028,9.376,0.475,-2.298,1.068,0.95,2.028,9.376,0.475,-2.298
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4",2.028,0.95,1.068,13.172,0.475,-1.8072,2.028,0.95,1.068,13.172,0.475,-1.8072
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk219_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/floor263_scene4",1.068,0.95,2.028,9.376,0.475,-2.298,2.5,9.04997e-06,2.5,8.75,0.0,-2.456
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/floor366_scene4",2.028,0.95,1.068,13.172,0.475,-1.8072,2.5,9.04997e-06,2.5,11.25,0.0,-2.4342
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/floor367_scene4",2.028,0.95,1.068,13.172,0.475,-1.8072,2.5,9.04997e-06,2.5,13.75,0.0,-2.4342
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/chair110_scene1",1.068,0.95,2.028,-4.468,0.475,-7.5,0.6341,1.3277,0.629,-5.033,0.781,-7.48
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/computer177_scene1",1.068,0.95,2.028,-4.468,0.475,-7.5,0.671386,0.699182,0.245748,-4.62251,0.349591,-6.79
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1",1.068,0.95,2.028,-4.468,0.475,-7.5,1.068,0.95,2.028,-4.468,0.475,-7.5
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor82_scene1",1.068,0.95,2.028,-4.468,0.475,-7.5,2.5,9.04997e-06,2.5,-5.11,0.0,-8.0
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor83_scene1",1.068,0.95,2.028,-4.468,0.475,-7.5,2.5,9.04997e-06,2.5,-5.11,0.0,-5.5
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/computer410_scene3",1.068,0.95,2.028,0.500002,0.475,0.930003,0.745985,0.735981,0.258682,0.625004,0.36799,0.290001
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3",1.068,0.95,2.028,0.500002,0.475,0.930003,1.068,0.95,2.028,0.500002,0.475,0.930003
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor22_scene3",1.068,0.95,2.028,0.500002,0.475,0.930003,2.5,9.04997e-06,2.5,-1.25,0.0,0.0
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor27_scene3",1.068,0.95,2.028,0.500002,0.475,0.930003,2.5,9.04997e-06,2.5,-1.25,0.0,2.5
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor366_scene3",1.068,0.95,2.028,0.500002,0.475,0.930003,2.5,9.04997e-06,2.5,1.25,0.0,2.49
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/floor367_scene3",1.068,0.95,2.028,0.500002,0.475,0.930003,2.5,9.04997e-06,2.5,1.25,0.0,-0.00999784
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/computer299_scene4",2.028,0.95,1.068,13.172,0.475,-1.8072,0.258682,0.735981,0.745985,13.872,0.36799,-1.9922
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4",2.028,0.95,1.068,13.172,0.475,-1.8072,2.028,0.95,1.068,13.172,0.475,-1.8072
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/floor366_scene4",2.028,0.95,1.068,13.172,0.475,-1.8072,2.5,9.04997e-06,2.5,11.25,0.0,-2.4342
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk277_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/floor367_scene4",2.028,0.95,1.068,13.172,0.475,-1.8072,2.5,9.04997e-06,2.5,13.75,0.0,-2.4342
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/computer333_scene6",2.2308,0.95,0.854401,-7.51,0.475,-9.9,0.232814,0.662383,0.671386,-6.89001,0.321191,-10.1245
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6",2.2308,0.95,0.854401,-7.51,0.475,-9.9,2.2308,0.95,0.854401,-7.51,0.475,-9.9
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/floor267_scene6",2.2308,0.95,0.854401,-7.51,0.475,-9.9,2.5,9.04997e-06,2.5,-7.61,0.0,-10.48
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene1",1.068,0.95,2.028,1.809,0.475,-10.1272,0.617438,1.88587,1.41458,2.54345,0.841574,-10.2978
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene1",1.068,0.95,2.028,1.809,0.475,-10.1272,0.576696,1.89156,1.37778,2.53834,0.842432,-10.3333
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene1",1.068,0.95,2.028,1.809,0.475,-10.1272,1.42655,1.88147,0.758953,2.01454,0.853538,-8.87672
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene1",1.068,0.95,2.028,1.809,0.475,-10.1272,1.2685,1.87979,1.30073,2.51819,0.849358,-9.98347
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/towel55_scene1",1.068,0.95,2.028,1.809,0.475,-10.1272,0.271363,0.380905,0.307493,2.43557,0.73265,-9.81539
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,1.40831,1.89108,0.597484,1.14981,0.848181,-1.1936
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,0.621094,1.87466,1.39883,1.08276,0.85722,-1.28451
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,0.990408,1.8847,1.44343,1.15418,0.860468,-0.427952
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/keyboard104_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,0.245377,0.651278,0.526093,1.29068,0.747981,-0.233931
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,0.907462,1.88559,1.45325,1.14322,0.858465,-0.444559
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,0.58545,1.87746,1.39435,1.15086,0.86123,-0.433675
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,1.41818,1.88571,0.656572,1.13799,0.853269,-0.306451
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,0.511061,1.8884,1.38208,1.16852,0.857541,-0.69284
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,0.512705,1.88887,1.38267,1.17138,0.857557,-0.676945
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk27_scene5","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene5",1.06799,0.95,2.028,1.893,0.475,-0.7,1.08633,1.88949,1.43569,1.06868,0.856119,-1.16057
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,1.41691,1.87775,1.04484,-7.85951,0.858049,-10.5805
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,0.644609,1.87909,1.41169,-6.09026,0.856506,-10.0626
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,1.42238,1.88667,1.04277,-6.02492,0.848237,-10.1504
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,1.32344,1.89345,1.28175,-7.94737,0.849361,-10.5231
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/keyboard334_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,0.500632,0.68267,0.279333,-8.0444,0.74568,-10.4107
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,1.43046,1.87966,0.695207,-7.9275,0.855957,-10.5418
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,0.695991,1.8805,1.41918,-8.05878,0.855698,-10.5824
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,1.48839,1.91034,0.87233,-7.96736,0.833773,-10.5532
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk296_scene6","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene6",2.2308,0.95,0.8544,-7.51,0.475,-9.9,1.09726,1.91633,1.49353,-6.05605,0.828302,-10.1043
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene1",1.068,0.95,2.028,-4.468,0.475,-7.5,1.07508,1.87375,1.40207,-5.36573,0.852394,-8.09242
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene1",1.068,0.95,2.028,-4.468,0.475,-7.5,1.0803,1.88153,1.40415,-5.20006,0.849153,-8.16834
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/towel55_scene1",1.068,0.95,2.028,-4.468,0.475,-7.5,0.362771,0.3041,0.328692,-5.13171,0.713938,-8.34691
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene3",1.068,0.95,2.028,0.5,0.475,0.930001,0.965118,1.87646,1.42853,1.27909,0.851989,0.593495
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk406_scene3","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene3",1.068,0.95,2.028,0.5,0.475,0.930001,0.805871,1.88061,1.43248,1.27261,0.850061,0.80182
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk219_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene4",1.068,0.95,2.028,9.376,0.475,-2.298,0.913288,1.87885,1.43828,8.59972,0.851713,-2.01039
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk219_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene4",1.068,0.95,2.028,9.376,0.475,-2.298,0.807371,1.88989,1.44226,8.6223,0.841421,-1.82045
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk219_scene4","http://kgrc4si.home.kg/virtualhome2kg/instance/character1_scene4",1.068,0.95,2.028,9.376,0.475,-2.298,0.838297,1.89023,1.43235,8.61915,0.850035,-1.95538
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk325_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/computer335_scene7",0.91,0.962,1.92,-10.48,0.481,6.998,0.673752,0.635292,0.304861,-10.5675,0.538646,6.344
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk251_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/desk251_scene7",2.028,0.95,1.068,-0.41,0.475,5.5,2.028,0.95,1.068,-0.41,0.475,5.5
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk325_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/desk325_scene7",0.91,0.962,1.92,-10.48,0.481,6.998,0.91,0.962,1.92,-10.48,0.481,6.998
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk326_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/desk326_scene7",2.2413,0.95304,0.710711,-11.229,0.47652,8.324,2.2413,0.95304,0.710711,-11.229,0.47652,8.324
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk251_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/floor212_scene7",2.028,0.95,1.068,-0.41,0.475,5.5,2.5,9.04997e-06,2.5,-1.25,0.0,5.0
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk251_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/floor213_scene7",2.028,0.95,1.068,-0.41,0.475,5.5,2.5,9.04997e-06,2.5,1.25,0.0,5.0
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk325_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/floor310_scene7",0.91,0.962,1.92,-10.48,0.481,6.998,2.5,9.04997e-06,2.5,-11.25,0.0,7.478
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk326_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/floor310_scene7",2.2413,0.95304,0.710711,-11.229,0.47652,8.324,2.5,9.04997e-06,2.5,-11.25,0.0,7.478
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk325_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/floor311_scene7",0.91,0.962,1.92,-10.48,0.481,6.998,2.5,9.04997e-06,2.5,-11.25,0.0,4.978
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk326_scene7","http://kgrc4si.home.kg/virtualhome2kg/instance/garbagecan359_scene7",2.2413,0.95304,0.710711,-11.229,0.47652,8.324,0.320428,0.486,0.370769,-12.3856,0.243,8.35318
