"upper_object","lower_object"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt146_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer150_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants144_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer150_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants134_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer150_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt136_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer150_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants140_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer150_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile154_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer155_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer153_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer155_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile152_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer157_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer150_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer157_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile151_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer157_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer157_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer161_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer155_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer165_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile164_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer167_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile162_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer167_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer161_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer167_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile163_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer167_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants391_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer400_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt396_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer400_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants389_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer400_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt387_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer400_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants385_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer400_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants394_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer400_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt383_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer400_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer403_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer405_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile404_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer405_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile402_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer407_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer400_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer407_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile401_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer407_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer407_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer411_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer405_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer415_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile412_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer417_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile414_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer417_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile413_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer417_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer411_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/closetdrawer417_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger133_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants134_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger137_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants138_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger139_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants140_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger143_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants144_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger384_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants385_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger388_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants389_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger390_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants391_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt136_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile151_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants138_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile152_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants144_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile152_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt387_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile401_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants389_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile402_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/clothespants394_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothespile402_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger131_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt132_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger135_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt136_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger145_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt146_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger382_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt383_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger386_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt387_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/hanger395_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/clothesshirt396_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/orchid185_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wineglass201_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cellphone205_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/towel208_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/candle184_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wineglass200_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cellphone193_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/wineglass200_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate202_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable114_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bananas446_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake463_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate462_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/lime447_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/apple444_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/peach448_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plum451_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl452_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/breadslice464_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/peach449_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/apple445_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plum450_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cellphone457_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/coffeetable378_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/keyboard175_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake192_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate198_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mug199_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mug199_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cpuscreen178_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake191_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mousemat174_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mouse173_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mouse436_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cpuscreen439_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mousemat437_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/paper459_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/mug454_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/keyboard438_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bathtub39_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor14_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/washingmachine74_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor16_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/fridge308_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor210_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bench234_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor212_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bench235_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor212_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bench234_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor212_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bench234_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor212_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bench235_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor212_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bench235_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor212_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf251_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor214_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tvstand232_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor215_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf377_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor343_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tvstand376_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor347_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tvstand376_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor347_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/tvstand376_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor347_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk380_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor349_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/nightstand107_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor76_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/slippers203_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor77_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bed112_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor77_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/slippers204_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor77_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/nightstand109_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor78_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bookshelf108_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor79_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/desk111_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/floor82_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper325_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/faucet250_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer246_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper329_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/coffeemaker309_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/salad318_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishbowl331_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper327_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer245_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/washingsponge268_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/chicken340_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate317_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper328_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/dishwashingliquid269_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper326_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/microwave316_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper330_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toaster311_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/coffeepot310_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounter240_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer242_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer241_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer245_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer243_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer243_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer244_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/salad318_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer245_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/coffeemaker309_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer245_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/toaster311_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer245_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/microwave316_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer246_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper326_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer246_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper328_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer246_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper325_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer246_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper329_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer246_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/bellpepper327_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer246_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer248_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer247_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer246_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchencounterdrawer248_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate279_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork286_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass276_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cupcake319_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife285_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/waterglass284_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife277_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/plate287_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryfork278_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/pie324_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/whippedcream323_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
"http://kgrc4si.home.kg/virtualhome2kg/instance/cutleryknife273_scene1","http://kgrc4si.home.kg/virtualhome2kg/instance/kitchentable233_scene1"
