filename,./outputs/q2mult_CompleteData_NoGPT_20250114_215438.csv,./outputs/q2mult_PartiallyMissingData_GPT_20250119_155143.csv,./outputs/q2mult_PartiallyMissingData_NoGPT_20250115_200244.csv,ground_truth
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_sit.json,2.0,N/A,2.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_soak.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_squat.json,6.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_stand.json,1.0,N/A,3.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_straddle.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_stretch.json,6.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_switchOff.json,0.0,N/A,0.0,5.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_switchOn.json,0.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_throw.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_turnTo.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_walk.json,68.0,N/A,52.0,68.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day4_wipe.json,1.0,N/A,4.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_close.json,3.0,N/A,1.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_drink.json,3.0,N/A,2.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_fallback.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_find.json,4.0,N/A,1.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_grab.json,15.0,N/A,16.0,15.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_jump.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_legopp.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_open.json,3.0,N/A,2.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_pour.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_put.json,9.0,N/A,9.0,9.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_putIn.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_scrub.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_sit.json,2.0,N/A,3.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_squat.json,6.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_stand.json,2.0,N/A,3.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_straddle.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_stretch.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_switchOn.json,0.0,N/A,0.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_turnTo.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_walk.json,49.0,N/A,46.0,49.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day5_wipe.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_close.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_eat.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_fold.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_grab.json,13.0,N/A,15.0,13.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_open.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_put.json,10.0,N/A,11.0,10.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_putIn.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_rinse.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_scrub.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_shake.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_sit.json,3.0,N/A,1.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_soak.json,1.0,N/A,4.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_stand.json,2.0,N/A,2.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_switchOff.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_switchOn.json,0.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_turnTo.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day6_walk.json,36.0,N/A,48.0,36.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_brush.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_close.json,3.0,N/A,2.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_drink.json,9.0,N/A,3.0,9.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_find.json,3.0,N/A,2.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_grab.json,33.0,N/A,20.0,33.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_lookAt.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_open.json,3.0,N/A,2.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_pour.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_put.json,22.0,N/A,13.0,22.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_putIn.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_rinse.json,1.0,N/A,2.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_sit.json,3.0,N/A,5.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_soak.json,3.0,N/A,4.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_squeeze.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_stand.json,3.0,N/A,4.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_stretch.json,3.0,N/A,6.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_switchOff.json,0.0,N/A,0.0,7.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_switchOn.json,0.0,N/A,0.0,7.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_text.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_turnTo.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_walk.json,89.0,N/A,72.0,89.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day7_wipe.json,4.0,N/A,5.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_close.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_drink.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_find.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_grab.json,21.0,N/A,8.0,21.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_open.json,2.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_put.json,15.0,N/A,1.0,15.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_putIn.json,0.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_rinse.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_scrub.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_shake.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_sit.json,2.0,N/A,1.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_soak.json,3.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_stand.json,2.0,N/A,3.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_switchOff.json,0.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_switchOn.json,0.0,N/A,0.0,7.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_turnTo.json,0.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_walk.json,70.0,N/A,23.0,70.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day8_wipe.json,6.0,N/A,0.0,6.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_drink.json,4.0,N/A,1.0,4.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_fall.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_find.json,1.0,N/A,3.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_grab.json,16.0,N/A,15.0,16.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_pour.json,3.0,N/A,1.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_put.json,11.0,N/A,9.0,11.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_scrub.json,1.0,N/A,1.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_shake.json,1.0,N/A,0.0,1.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_sit.json,3.0,N/A,5.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_stand.json,3.0,N/A,5.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_switchOff.json,0.0,N/A,0.0,2.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_switchOn.json,0.0,N/A,0.0,3.0
../Knowledge-Graph-Reasoning-Challenge/DataSet/QA/MultiChoice/Q2/q2_answer_scene1_Day9_turnTo.json,0.0,N/A,0.0,2.0
